handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_e14945b1-d88d-4aa2-a5e5-ac2ff48ead0b,MEDIA,,,,,,ee8358_edff2ec652a4402ba0d947d290e68f16~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_271144a9-6f1c-4df5-8c74-06bff524da84,PRODUCT,Super Human Blend,true,"<p><span style=""font-weight: 700"">Super Human Blend</span></p><p>L-ARGININE 110 MG,</p><p>L-CITRULLINE 120 MG,</p><p>L-LYSINE 70MG,</p><p>L-GLUTAMINE 40 MG,</p><p>L-TAURINE 60 MG,</p><p>L-ORNITHINE 110 MG</p><p>NAC 75 MG</p><p>L-PROLINE 60 MG</p><p>L-CARNITINE 220 MG</p><p>FOR RESEARCH USE ONLY NOT INTENDED FOR HUMAN OR ANIMAL CONSUMPTION! </p><p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,62,,,29,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_271144a9-6f1c-4df5-8c74-06bff524da84,MEDIA,,,,,,ee8358_75ed4eb596254fa3baa32107346340b1~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_62822a42-eb03-485f-93dc-49d8c30e9dd4,PRODUCT,3ml vial caps/ Tapas para vial 3ml,true,<p>Colors may vary </p><p>cada una</p><p>Research gear</p>,research-gear,,,,,,1.5,,,47,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_62822a42-eb03-485f-93dc-49d8c30e9dd4,MEDIA,,,,,,ee8358_2249e1a3124543d6ae93c0f722fb2bc7~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f078d6eb-9782-4fc5-9edd-bf97449c0947,PRODUCT,Large 5-10ML vial caps/ Tapas grandes vial de 5-10ML Each/ Cada Una,true,<p>EACH/CADA UNA</p><p>Research Gear</p>,research-gear,,,,,,2,,,4,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f078d6eb-9782-4fc5-9edd-bf97449c0947,MEDIA,,,,,,ee8358_dfb548969d0f4bc995e5f3d393bd61ab~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f317bb87-650b-4657-b410-56d59477c20d,PRODUCT,Bac Water 3ML,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,,,4,,,0,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f317bb87-650b-4657-b410-56d59477c20d,MEDIA,,,,,,ee8358_384b8dc0bec142a8b6b205ead2f0a20e~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_cd59733d-a618-40f3-837b-9856644e3c11,PRODUCT,ALA (Thioctic Acid) 25mg/10vials,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,60,76,,6,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_cd59733d-a618-40f3-837b-9856644e3c11,MEDIA,,,,,,ee8358_72abaa5b6ee04936be59a691925a41b1~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_773aa5a9-5e7b-40a5-b02c-a026eeff8377,PRODUCT,25 pack Research Syringes ,true,<p>Research gear</p>,research-gear,,,,,,14,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_773aa5a9-5e7b-40a5-b02c-a026eeff8377,MEDIA,,,,,,ee8358_04bf2f39b74d4495ab2d15247ec13276~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b965ebe3-f684-4472-9f9b-f0bd570698fb,PRODUCT,1pc vial opener tool,true,<p>Research gear</p>,research-gear,,,,,,3,,,4,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b965ebe3-f684-4472-9f9b-f0bd570698fb,MEDIA,,,,,,ee8358_24a238f2996f4631bd83a0b795f9ceec~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_bac534aa-f8d2-4b8f-bc68-068394d6dff5,PRODUCT,Survodutide 10mg,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,110,,,10,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_bac534aa-f8d2-4b8f-bc68-068394d6dff5,MEDIA,,,,,,ee8358_1627620e0a8c44ac9e08a2aca0d8d9fb~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_90b1f7b8-dd6f-4b3d-9e43-7fe8afe9c540,PRODUCT,CJC- No DAC 10,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,52,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_90b1f7b8-dd6f-4b3d-9e43-7fe8afe9c540,MEDIA,,,,,,ee8358_161adf7426834713a547026e91340448~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_114310bf-e8c2-498c-b858-62c3e747b98c,PRODUCT,HMG,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,32,,,20,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_114310bf-e8c2-498c-b858-62c3e747b98c,MEDIA,,,,,,ee8358_e3b49f0b18ff412ea156149f7b5f2297~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_37482940-9201-4060-8d3c-08692eb75f9b,PRODUCT,HGH 24iu,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,58,,,18,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_37482940-9201-4060-8d3c-08692eb75f9b,MEDIA,,,,,,ee8358_ee12afed4b4240c29d535de7f1515d60~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_094ba905-c72c-4ecd-aba6-dbf368268c20,PRODUCT,DSIP 5 ,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,22,,,OUT_OF_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_094ba905-c72c-4ecd-aba6-dbf368268c20,MEDIA,,,,,,ee8358_4dceee2f69704db388dbe62e30ae7ede~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_80467f00-4d08-477b-8d8b-6f9a78749b48,PRODUCT,AICAR 50,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,,,49,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_80467f00-4d08-477b-8d8b-6f9a78749b48,MEDIA,,,,,,ee8358_4d8a43683c9d4490a23f1f7397faca5e~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_25aa47b6-ae7f-4aa6-bfee-1e695da1b2a4,PRODUCT,Dr.Lipo + V,true,"<p>10 vials 10ml each</p><p>ALL PRODUCTS SOLD ARE FOR SCIENTIFIC RESEARCH PURPOSES AND NOT INTENDED FOR HUMAN OR ANIMAL CONSUMPTION </p><p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",others,,,,New,,95,105,,5,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_25aa47b6-ae7f-4aa6-bfee-1e695da1b2a4,MEDIA,,,,,,ee8358_a80df96d4e7545c39ade35fe5de6a7a2~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_515e7e2a-30fa-4551-a995-acd3ed96f86f,PRODUCT,5-10 ML case,true,<p>Research gear</p>,research-gear,,,,New,,,,,,,,,,,,,,,,Color,TEXT_CHOICES,Pink;Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_515e7e2a-30fa-4551-a995-acd3ed96f86f,VARIANT,,true,,,,,,,,16,,,2,false,,,,,,,,,,Color,TEXT_CHOICES,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_515e7e2a-30fa-4551-a995-acd3ed96f86f,VARIANT,,true,,,,,,,,16,,,2,false,,,,,,,,,,Color,TEXT_CHOICES,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_515e7e2a-30fa-4551-a995-acd3ed96f86f,MEDIA,,,,,,ee8358_dc84cd3f78044c1e80b0a80a29633428~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_574c8f7d-6cd9-4757-824e-7924a47824be,PRODUCT,3ml vial case,true,<p>Research gear</p>,research-gear,,,,New,,,,,,,,,,,,,,,,Color,TEXT_CHOICES,Pink;Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_574c8f7d-6cd9-4757-824e-7924a47824be,VARIANT,,true,,,,,,,,12.5,,,4,false,,,,,,,,,,Color,TEXT_CHOICES,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_574c8f7d-6cd9-4757-824e-7924a47824be,VARIANT,,true,,,,,,,,12.5,,,2,false,,,,,,,,,,Color,TEXT_CHOICES,Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_574c8f7d-6cd9-4757-824e-7924a47824be,MEDIA,,,,,,ee8358_18a7b0d3acf042468a5b68973a15d994~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ea552016-b54d-4b29-ae5e-cc5d1885e0c1,PRODUCT,Salmon DNA Serum peptide,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,28,,,3,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ea552016-b54d-4b29-ae5e-cc5d1885e0c1,MEDIA,,,,,,ee8358_0dd4372af24a4cddbacba5511fdb7c32~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
