handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_c21b662b-f57e-4507-9e50-49e6c550fb9b,PRODUCT,GHK-cu serum,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,,,26,,,2,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c21b662b-f57e-4507-9e50-49e6c550fb9b,MEDIA,,,,,,ee8358_2bbdfe85b6c14667850fb41fbe541b29~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fd19254c-2d54-4257-982d-92678d71a023,PRODUCT,Semax  spray kit 10ml,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,42,,,7,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fd19254c-2d54-4257-982d-92678d71a023,MEDIA,,,,,,ee8358_ad06cd518174480a9b78d30edd08651b~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1bcd303b-74ad-4c35-8462-96db34a645f2,PRODUCT,Semaglutide 30mg,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,,,70,,,0,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1bcd303b-74ad-4c35-8462-96db34a645f2,MEDIA,,,,,,ee8358_62daf812563d4119adbef533198b6dfa~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5300aec7-4c2a-4dc1-bb00-1364fe451ca1,PRODUCT,HCG 5000iu,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,34,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5300aec7-4c2a-4dc1-bb00-1364fe451ca1,MEDIA,,,,,,ee8358_13d6a5c1372540bca1bb73d2e86e17dc~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_77519f8f-7b99-45b2-b9f1-c3d9404de6bb,PRODUCT,Dermorphin 5mg (RUO),true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,24.5,59,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_77519f8f-7b99-45b2-b9f1-c3d9404de6bb,MEDIA,,,,,,ee8358_c4e47b748cf44b689631e8a6b02510d7~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_36999566-0f73-4fac-8332-6985e6e3dee8,PRODUCT,Melatonin 10mg,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,30,,,9,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_36999566-0f73-4fac-8332-6985e6e3dee8,MEDIA,,,,,,ee8358_091f4639448e4c02ada900a97eecb1c6~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f18f32b4-0c5c-41a6-ba2f-68d494cc70c1,PRODUCT,FOXO4 10mg,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,198,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_f18f32b4-0c5c-41a6-ba2f-68d494cc70c1,MEDIA,,,,,,ee8358_2b76e66d88ce4274ae39b661f5ad1db2~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a973b58e-7fa2-496e-847d-706db3b5d8ee,PRODUCT,VIP 10mg,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,54,,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a973b58e-7fa2-496e-847d-706db3b5d8ee,MEDIA,,,,,,ee8358_8ce4f467920643658bb905337cfead7f~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a0350bcc-7273-406a-b7e0-8ac7d9773f24,PRODUCT,Reta 30mg,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,,,155,,,50,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_a0350bcc-7273-406a-b7e0-8ac7d9773f24,MEDIA,,,,,,ee8358_e72c84d176d84bb99c4f670e8da550ab~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_07b910f8-1454-4cb3-9532-8f6ba17b676a,PRODUCT,Reta 40mg,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,,,180,188,,34,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_07b910f8-1454-4cb3-9532-8f6ba17b676a,MEDIA,,,,,,ee8358_cc4ddb094ac3459c82ae3efb9f5d72b8~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b85cde7d-b3d4-48b8-b6e9-7e5e7ea6ce47,PRODUCT,Tesamorelin 20mg,true,"<p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,114,,,2,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_b85cde7d-b3d4-48b8-b6e9-7e5e7ea6ce47,MEDIA,,,,,,ee8358_b9d7c755110141b096f6dc0ab8bbd134~mv2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c014aaa3-0eab-439b-831f-b642591a5539,PRODUCT,SUPER SHRED ,true,"<p><span style=""font-weight: 700"">INGREDIENTS </span></p><ul><li><p>L-Carnitina — 400 mg/mL</p></li><li><p>Mezcla MIC — 100 mg/mL&nbsp;(Metionina • Inositol • Colina)</p></li><li><p>ATP — 50 mg/mL</p></li><li><p>Albuterol — 2 mg/mL</p></li><li><p>Vitamina B12 — 1 mg/mL</p></li></ul><p><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">Disclaimer</span></p><p><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">for laboratory research use only</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> and is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended for human or animal consumption</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. It has </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not been evaluated or approved</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)""> by the U.S. Food and Drug Administration (FDA) for safety, efficacy, or any medical purpose. This product is </span><span style=""font-weight: 700; color: rgb(17, 17, 17); background-color: rgb(249, 249, 249)"">not intended to diagnose, treat, cure, or prevent any disease</span><span style=""background-color: rgb(249, 249, 249); color: rgb(17, 17, 17)"">. By purchasing this product, you acknowledge and agree that it will be used solely for lawful research purposes and in compliance with all applicable regulations.</span></p>",,,,,New,,69,74,,54,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
